NAME;Verkehr;lng;lat
Geisenheim;nur DPN;7.968804;49.985973
Geisingen-Kirchen;nur DPN;8.674345;47.905062
Geisingen;RV;8.653951;47.921342
Geisingen-Leipferdingen;nur DPN;8.654687;47.869173
Geislingen(Steige)West;RV;9.821909;48.630766
Geislingen(Steige);FV;9.841941;48.619358
Geitau;nur DPN;11.966403;47.693887
Geldern;nur DPN;6.319336;51.513289
Gelsenkirchen Zoo;RV;7.111104;51.537686
Gelsenkirchen-Buer Nord;RV;7.050593;51.587245
Gelsenkirchen-Buer Süd;RV;7.040156;51.549085
Gelsenkirchen-Hassel;RV;7.066571;51.610858
Gelsenkirchen-Rotthausen;RV;7.089009;51.492642
Gemmingen;RV;8.984648;49.151295
Genderkingen;nur DPN;10.885159;48.69584
Gendorf;RV;12.721098;48.179484
Gengenbach;RV;8.010192;48.404659
Felsberg-Gensungen;RV;9.43563;51.131122
Georgensgmünd;RV;11.0161758;49.1833514
Gennweiler;RV;7.049984;49.369979
Germersheim Mitte/Rhein;RV;8.379305;49.219876
Geradstetten;RV;9.439753;48.805203
Germersheim Süd/Nolte;RV;8.373755;49.208341
Gerhausen;RV;9.806227;48.39972
Gerlachsheim;RV;9.710612;49.580886
Gerlenhofen;RV;10.037282;48.351332
Gernlinden;RV;11.300378;48.212765
Gernsbach Bf;RV;8.336714;48.768307
Gernsheim;RV;8.4902;49.753598
Gernsbach Mitte;RV;8.339042;48.763086
Geroldshausen;RV;9.903994;49.686941
Gersfeld(Rhön);nur DPN;9.914847;50.449413
Gersthofen;RV;10.861193;48.42302
Gertenbach;RV;9.804709;51.379732
Geseke;nur DPN;8.510292;51.64523
Gessertshausen;RV;10.732382;48.333715
Gettenau-Bingenheim;nur DPN;8.885796;50.379191
Gettorf;RV;9.978678;54.409893
Gevelsberg Hbf;RV;7.33976;51.324399
Gevelsberg West;RV;7.313845;51.317276
Gießen Oswaldsgarten;RV;8.669138;50.588355
Giengen(Brenz);RV;10.236994;48.620023
Gifhorn Stadt;nur DPN;10.54294;52.479774
Gilching-Argelsried;RV;11.299598;48.105674
Gingen(Fils);RV;9.787826;48.661039
Girod;nur DPN;7.902936;50.454329
Gittelde/Bad Grund(Harz);RV;10.203025;51.787337
Gladbeck Ost;RV;6.994813;51.575531
Gladbeck-Zweckel;RV;6.984424;51.59027
Glan-Münchweiler;RV;7.444848;49.470176
Glanzstoffwerke;RV;9.152194;49.828571
Glauburg-Glauberg;RV;8.996016;50.313752
Glesch;RV;6.589633;50.971261
Glückstadt;RV;9.42832;53.788606
Goch;nur DPN;6.160862;51.681824
Godramstein;RV;8.076028;49.20685
Göbelnrod;nur DPN;8.921448;50.597631
Göhrde;nur DPN;10.851118;53.167749
Gölshausen Industriegebiet;RV;8.739879;49.051803
Gölshausen;RV;8.724715;49.044904
Görschnitz;nur DPN;11.700315;49.957306
Dreieich-Götzenhain;RV;8.7322;49.994216
Gokels;nur DPN;9.470081;54.118755
Goldenstedt(Oldb);nur DPN;8.394579;52.800611
Goldhausen;nur DPN;7.873064;50.46142
Gondelsheim(Baden);RV;8.660281;49.059704
Gosberg;nur DPN;11.1092055;49.7044583
Goßfelden;RV;8.738249;50.868414
Goßmannsdorf;RV;10.025594;49.684959
Gottenheim;nur DPN;7.727832;48.051653
Gotteszell;nur DPN;12.983435;48.958131
Gottmadingen;RV;8.77543;47.737401
Gräfelfing;RV;11.425571;48.119774
Gräfenberg;RV;11.2503648;49.6416263
Gräfendorf;nur DPN;9.737162;50.118279
Gräveneck;nur DPN;8.250757;50.451905
Grafenaschau;RV;11.1374;47.667029
Graben-Neudorf Nord;RV;8.494096;49.177958
Graben(Lechfeld)Gewerbepark;nur DPN;10.852411;48.199148
Grafing Bahnhof;RV;11.940423;48.043226
Grafing Stadt;RV;11.962758;48.047217
Grafling-Arzting;nur DPN;12.973322;48.889645
Grafrath;RV;11.153259;48.132096
Grebenstein;RV;9.420533;51.447238
Grenzach;RV;7.659506;47.5509
Greven;nur DPN;7.599341;52.089829
Lennestadt-Grevenbrück;nur DPN;8.017977;51.141781
Grießen(Baden);RV;8.396003;47.628432
Edermünde-Grifte;RV;9.448855;51.209958
Gröbenzell;RV;11.374107;48.194919
Bad Grönenbach;RV;10.253715;47.882468
Grombach;RV;8.996902;49.226145
Bad Vilbel-Gronau;RV;8.783203;50.191529
Gronsdorf;RV;11.698619;48.118401
Groß Gerau-Dornberg;RV;8.494709;49.912279
Groß Karben;RV;8.753528;50.23184
Frechen-Königsdorf;RV;6.777846;50.936501
Groß Rohrheim;RV;8.476857;49.714066
Groß-Umstadt Mitte;nur DPN;8.924171;49.865213
Großauheim(Kr Hanau);RV;8.943902;50.107054
Euskirchen-Großbüllesheim;RV;6.816188;50.686747
Großburgwedel;nur DPN;9.858535;52.50682
Groß Düngen;nur DPN;10.020077;52.09773
Großen Buseck;nur DPN;8.782999;50.60574
Großen Linden;RV;8.661998;50.527851
Großenbrode;RV;11.080779;54.36631
Großenkneten;nur DPN;8.241136;52.945057
Großenlüder;nur DPN;9.550001;50.592936
Großgeschaidt;RV;11.172204;49.565031
Großhelfendorf;RV;11.78126;47.94606
Großhesselohe Isartalbf;RV;11.530945;48.071068
Großkarolinenfeld;nur DPN;12.084824;47.888827
Großkrotzenburg;RV;8.982792;50.087726
Heddesheim/Hirschberg;RV;8.633746;49.509408
Großwalbur;nur DPN;10.849282;50.32719
Grub am Forst;RV;11.025858;50.227523
Grub(Oberbay);RV;11.782559;48.164523
Grub(Oberpf);nur DPN;12.681653;49.357856
Grünberg(Oberhess);nur DPN;8.959931;50.596589
Grünebach Ort;nur DPN;7.90235;50.777143
Grünebacherhütte;nur DPN;7.891546;50.781656
Grünstadt Nord;RV;8.170781;49.573355
Grüntal-Wittlensweiler;RV;8.460747;48.475399
Grünsfeld;RV;9.745447;49.604933
Grunbach;RV;9.420029;48.81036
Koblenz-Güls;RV;7.549171;50.340305
Gündlkofen;RV;12.033642;48.526159
Günzach;RV;10.439565;47.819599
Gütersloh Hbf;FV;8.385071;51.906941
Gummersbach;RV;7.56631;51.023632
Gundelfingen(Breisgau);RV;7.874185;48.044025
Gundelfingen(Bay);nur DPN;10.377186;48.548779
Gundelsdorf;RV;11.301455;50.279917
Gundelshausen;nur DPN;12.003553;48.94488
Gundelsheim(Neckar);RV;9.15787;49.282933
Gundersheim(Rheinhess);RV;8.196596;49.690167
Guntersblum;RV;8.351257;49.79198
Gustorf;nur DPN;6.570011;51.067173
Gutach(Breisgau);nur DPN;7.988493;48.113325
Gutach Freilichtmuseum;nur DPN;8.198572;48.271677
Guxhagen;RV;9.482159;51.204322
Lörrach-Haagen/Messe;RV;7.680893;47.633233
Haan;nur DPN;6.998018;51.18812
Haar;RV;11.73115;48.111413
Hachenburg;nur DPN;7.822895;50.664001
Hadamar;nur DPN;8.043453;50.447188
Hademarschen;nur DPN;9.414475;54.122809
Hähnlein-Alsbach;RV;8.606664;49.73935
Hämelerwald;nur DPN;10.110601;52.354704
Häuserhof;nur DPN;8.939159;50.418594
Haffkrug;FV;10.742682;54.054189
Hagelstadt;RV;12.214829;48.895859
Hagen(Han);RV;9.408946;52.57369
Gevelsberg-Kipp;RV;7.327172;51.31993
Hagen-Heubing;RV;7.423087;51.352318
Hagen-Oberhagen;RV;7.478792;51.351114
Hagenbach;RV;8.253223;49.01628
Hagenbüchach;RV;10.767799;49.536347
Feucht-Moosbach;RV;11.260901;49.387913
Haidenaab-Göppmannsbühl;nur DPN;11.820045;49.885777
Haiger Obertor;nur DPN;8.201961;50.741208
Hailer-Meerholz;RV;9.150665;50.189671
Rodgau-Hainhausen;RV;8.875611;50.04022
Hainstadt(Baden);RV;9.326884;49.543058
Hainburg Hainstadt;nur DPN;8.938135;50.078113
Haitz-Höchst;RV;9.226821;50.208634
Halbmeil;nur DPN;8.270454;48.290749
Hallbergmoos;RV;11.714334;48.309167
Haldern(Rheinl);nur DPN;6.455832;51.772558
Halen;nur DPN;7.945044;52.339122
Halle(Westf);nur DPN;8.357729;52.057295
Hallstadt(b Bamberg);RV;10.885454;49.929551
Halstenbek;RV;9.839092;53.630377
Haltingen;RV;7.611683;47.612837
Hamburg Airport;RV;10.006646;53.63235
Hamburg Dammtor;FV;9.989566;53.560751
Hamburg Hbf;FV;10.006909;53.552736
Hamburg Holstenstraße;RV;9.949741;53.561762
Hamburg-Altona;FV;9.935175;53.552695
Hamburg-Bergedorf;FV;10.206171;53.489832
Hamburg-Eidelstedt;RV;9.907097;53.595887
Hamburg-Fischbek;RV;9.819561;53.474731
Hamburg-Neugraben;RV;9.852048;53.474143
Hamburg-Rahlstedt;RV;10.154396;53.604857
Hamburg-Stellingen;RV;9.918336;53.589843
Hamburg-Wandsbek;RV;10.077224;53.569971
Hamburg-Wilhelmsburg;RV;10.007006;53.498936
Hammah;nur DPN;9.368728;53.612143
Hammelburg;nur DPN;9.882966;50.120041
Hammelburg Ost;nur DPN;9.902111;50.115889
Hammerau;FV;12.946134;47.795883
Hanau Nord;RV;8.925848;50.141433
Hanau West;RV;8.908818;50.131949
Hanau-Wilhelmsbad;RV;8.88325;50.143872
Handeloh;nur DPN;9.844711;53.241693
Happurg;RV;11.468355;49.500052
Hannover Bismarckstr.;RV;9.769728;52.356456
Hannover-Bornum;RV;9.679538;52.350246
Hannover-Kleefeld;RV;9.79061;52.373607
Hannover-Leinhausen;RV;9.6763;52.396853
Hannover-Linden/Fischerhof;RV;9.723114;52.352636
Hannover Flughafen;RV;9.699105;52.458725
Harblek;RV;8.962646;54.361971
Harburg(Schwab);RV;10.698455;48.778898
Hardegsen;RV;9.826032;51.65902
Hardhof;RV;10.784726;49.496925
Haren(Ems);nur DPN;7.301428;52.785123
Harsdorf;RV;11.566273;50.027762
Harsum;RV;9.965697;52.206496
Hartershofen;RV;10.242238;49.416762
Harthaus;RV;11.387867;48.133502
Hartmannshof;RV;11.554562;49.498858
Hasbergen;nur DPN;7.953967;52.241697
Haslach;RV;8.087975;48.28004
Hasloch(Main);RV;9.482125;49.789335
Haspelmoor;RV;11.098784;48.223263
Hassel(Saar);RV;7.171309;49.263323
Hasselborn;nur DPN;8.495336;50.406593
Hamburg Hasselbrook;RV;10.056129;53.564711
Haßfurt;RV;10.509998;50.033323
Haßloch(Pfalz);RV;8.253396;49.371956
Haßmersheim;RV;9.154129;49.30403
Haste;RV;9.389097;52.379656
Hattenheim;nur DPN;8.0568;50.013663
Hattersheim(Main);RV;8.489638;50.067879
Hattert;nur DPN;7.776343;50.676034
Hattingen(Ruhr);RV;7.169865;51.400911
Hattingen(R) Mitte;RV;7.180538;51.397198
Hattorf;RV;10.235999;51.646223
Hatzenport;RV;7.413508;50.227678
Hauenstein Mitte;RV;7.849564;49.199169
Hauenstein(Pfalz);RV;7.830006;49.201394
Haupeltshofen;RV;10.38243;48.180467
Hauptstuhl;RV;7.490949;49.401974
Hausen i Tal;RV;9.027574;48.080408
Hausen(Schwab);RV;10.482517;48.101004
Hausen-Raitbach;RV;7.846041;47.67931
Hausham;nur DPN;11.840257;47.750412
Havixbeck;RV;7.407711;51.966713
Hebertsfelden;RV;12.818533;48.416496
Hechingen;RV;8.968775;48.359601
Hechthausen;nur DPN;9.228071;53.638716
Ahnatal-Heckershausen;RV;9.422727;51.362991
Hedemünden;RV;9.762144;51.392164
Hedersdorf;RV;11.338705;49.569344
Heessen;RV;7.831551;51.709195
Heidelberg-Weststadt/Südstadt;RV;8.688749;49.398324
Heggen;nur DPN;7.963238;51.153517
Hegne;RV;9.099572;47.706037
Heidelberg Orthopädie;RV;8.774913;49.409995
Heidelberg-Altstadt;RV;8.720887;49.415237
Heidelberg-Kirchheim/Rohrbach;RV;8.675383;49.379389
Heidelberg-Pfaffengrund/Wieblingen;RV;8.64157;49.411929
Heidelsheim;RV;8.649483;49.10161
Heidenheim;RV;10.156642;48.68017
Heidenheim-Mergelstetten;RV;10.160976;48.653279
Heidenheim-Schnaitheim;RV;10.15876;48.708281
Heidesheim(Rheinhess);nur DPN;8.111318;49.997023
Heidkrug;nur DPN;8.680195;53.057093
Heigenbrücken;RV;9.380805;50.02286
Heilbronn Sülmertor;RV;9.220598;49.151601
Heilbronn Trappensee;RV;9.25257;49.140282
Heiligenstatt(Obb);RV;12.609585;48.213359
Heiligenstein(Pfalz);RV;8.393726;49.28566
Heilsbronn;RV;10.791053;49.34595
Heimbach(Nahe);nur DPN;7.231047;49.617676
Heimenkirch;RV;9.9021;47.628909
Heimersheim;RV;7.174409;50.54745
Heimstetten;RV;11.759659;48.158755
Heinebach;nur DPN;9.664423;51.045739
Heinsberg-Randerath;RV;6.182449;51.016244
Heinsberg-Horst;RV;6.182303;51.028841
Heinsberg-Porselen;RV;6.174482;51.040615
Heinsberg(Rheinl);RV;6.098881;51.065037
Heilbronn Theater;RV;9.22215;49.146273
Heilbronn Industrieplatz;RV;9.217886;49.155321
Heinzenhausen;RV;7.606902;49.625703
Heinsberg Kreishaus;RV;6.10894;51.061774
Heilbronn Kaufland;RV;9.224687;49.170076
Heitersheim;RV;7.646194;47.879859
Helmbrechts;nur DPN;11.724351;50.2338
Helmsheim;RV;8.651336;49.08575
Helpup;nur DPN;8.714725;51.97738
Hemmerde;nur DPN;7.803364;51.553942
Hemmersdorf(Saar);RV;6.614569;49.353998
Hemsbach;RV;8.648722;49.590869
Henfenfeld;RV;11.38655;49.501412
Hennef(Sieg);RV;7.284592;50.773332
Hennen;RV;7.646847;51.437155
Heppenheim(Bergstr);FV;8.633379;49.641553
Herbertingen Ort;RV;9.433397;48.05357
Herbertshofen;RV;10.848027;48.529528
Herblingen;RV;8.664127;47.717003
Herbolzheim(Breisg);RV;7.767638;48.223866
Herbolzheim(Jagst);RV;9.259824;49.281494
Herbrechtingen;RV;10.170334;48.625634
Herchen;RV;7.521349;50.771269
Herdecke;RV;7.432619;51.404806
Herdorf;nur DPN;7.953074;50.778301
Hergershausen;nur DPN;8.916575;49.936802
Hennef im Siegbogen;RV;7.313288;50.773156
Hermaringen;RV;10.258331;48.594584
Herne-Börnig;RV;7.26835;51.554789
Heroldsberg;RV;11.1499214;49.5286137
Heroldsberg Nord;RV;11.146804;49.544582
Herrath;RV;6.367399;51.104316
Herrenberg;FV;8.862662;48.593991
Herrenberg Zwerchweg;RV;8.867661;48.584969
Herrlingen;RV;9.89773;48.417731
Herrsching;RV;11.170571;47.998849
Hersbruck(l Pegnitz);RV;11.435143;49.500462
Hersbruck(r Pegnitz);RV;11.423826;49.510073
Herten(Baden);RV;7.739663;47.549507
Herxheim am Berg;RV;8.190044;49.509491
Herzberg Schloß;RV;10.332804;51.654495
Herzebrock;nur DPN;8.236268;51.880225
Vöhl-Herzhausen;RV;8.884998;51.181224
Herzogenrath-Alt-Merkstein;RV;6.100999;50.885434
Herzogenrath;FV;6.094486;50.870916
Heselbach;RV;8.398967;48.536689
Hesseln;nur DPN;8.311956;52.068397
Hessisch Oldendorf;nur DPN;9.243614;52.166873
Höchst Hetschbach;nur DPN;8.983195;49.807596
Hettenhausen;nur DPN;9.814657;50.448397
Beerfelden Hetzbach;nur DPN;8.992856;49.594899
Herzogenrath-August-Schmidt-Platz;RV;6.119504;50.886962
Hetzerath;RV;6.798385;49.878134
Heufeld;nur DPN;11.96738;47.871195
Heufeldmühle;nur DPN;11.934356;47.877551
Heusenstamm;RV;8.802202;50.060069
Hiddenhausen-Schweicheln;nur DPN;8.668239;52.15844
Hilchenbach;nur DPN;8.107146;50.99226
Hildbrandsgrün;nur DPN;11.728323;50.210375
Hilden Süd;RV;6.937366;51.163682
Hildesheim Ost;nur DPN;9.963169;52.146551
Hillnhütten;nur DPN;8.071317;50.972778
Hilpertsau;RV;8.348683;48.739895
Hilpoltstein;RV;11.184146;49.188773
Hilter;nur DPN;8.152301;52.135256
Münster-Hiltrup;nur DPN;7.654281;51.904755
Himmelpforten;nur DPN;9.310465;53.623301
Himmelreich;RV;7.991356;47.958616
Himmelstadt;RV;9.808214;49.923438
Hinterweidenthal;RV;7.747673;49.201538
Hinterzarten;RV;8.106033;47.906278
Hinrichssegen;nur DPN;11.950658;47.874416
Hirsau;RV;8.73679;48.734059
Hirschaid;RV;10.9914458;49.8192614
Hirschfelden;RV;10.3622937;48.2898021
Hirschhorn(Neckar);RV;8.896055;49.442668
Hirschhorn(Pfalz);RV;7.681008;49.515588
Boppard-Hirzenach;RV;7.648436;50.175075
Hittfeld;nur DPN;9.974525;53.403712
Hitzacker;nur DPN;11.038199;53.139158
Hochdahl;RV;6.944419;51.218832
Hochdahl-Millrath;RV;6.966684;51.216501
Hochhausen(Tauber);RV;9.633235;49.663812
Hochheim(Main);RV;8.350398;50.004253
Hamburg Hochkamp;RV;9.842076;53.56137
Hochspeyer;RV;7.904244;49.443993
Maintal Ost;RV;8.836714;50.14234
Hochstadt-Marktzeuln;RV;11.1715293;50.1531325
Hochstätten(Pfalz);RV;7.829096;49.763342
Hochstetten(Nahe);nur DPN;7.510962;49.798662
Hochwang;RV;10.298007;48.389121
Hockenheim;RV;8.537385;49.317414
Hodenhagen;nur DPN;9.595056;52.766564
Altenstadt-Höchst;RV;8.923418;50.269767
Höchstädt(Donau);nur DPN;10.566218;48.618309
Höfen(Enz) Bf;RV;8.58104;48.79856
Höfingen;RV;9.025315;48.814986
Höhenkirchen-Siegertsbrunn;RV;11.719226;48.018465
Höhmühlbach;RV;7.526028;49.243893
Höllenthal;nur DPN;11.683818;50.3638
Höllriegelskreuth;RV;11.509752;48.043452
Wildeck-Hönebach;nur DPN;9.944241;50.935432
Höpfling;RV;12.651162;47.811226
Hamburg-Hörgensweg;nur DPN;9.903627;53.617283
Hörden;RV;8.34519;48.781523
Hörlkofen;RV;11.942341;48.242591
Hörpolding;RV;12.568261;47.964138
Hörstel;nur DPN;7.591557;52.295686
Hörstmar(Lippe);nur DPN;8.844978;52.012502
Hösbach;RV;9.229008;49.999713
Hösel;RV;6.893231;51.341521
Hövelhof;nur DPN;8.661685;51.823991
Hövelriege;nur DPN;8.642067;51.865123
Hof Hbf;RV;11.923067;50.307743
Hof-Neuhof;nur DPN;11.904711;50.321538
Hofeld;RV;7.159755;49.511922
Hofen(b Aalen);RV;10.114407;48.872692
Hoffenheim;RV;8.838411;49.272037
Hoffnungsthal;RV;7.196513;50.911363
Hofgeismar;RV;9.395461;51.499186
Hofheim (Ried);RV;8.40897;49.659467
Hofheim(Taunus);RV;8.443842;50.084471
Hohegrete;nur DPN;7.642228;50.76484
Hohenbrunn;RV;11.698872;48.046572
Krefeld-Hohenbudberg Chempark;RV;6.66446;51.373529
Kaiserslautern-Hohenecken;RV;7.69929171;49.4157895
Hoheneggelsen;nur DPN;10.19782;52.200177
Hamburg Hoheneichen;RV;10.067648;53.635478
Hohenlimburg;nur DPN;7.571686;51.348854
Hohenpeißenberg;nur DPN;10.999251;47.788795
Hohenschäftlarn;RV;11.457513;47.991299
Hohenstadt(Mittelfr);RV;11.491465;49.518339
Hohensülzen;RV;8.214173;49.621788
Hohenwestedt;nur DPN;9.654161;54.086589
Holdorf(Oldb);nur DPN;8.138367;52.574971
Holm-Seppensen;nur DPN;9.870008;53.284812
Holtensen/Linderte;RV;9.653221;52.271953
Rosendahl-Holtwick;RV;7.122568;51.998391
Holzhausen(Kr Siegen);nur DPN;8.135495;50.739322
Holzhausen-Heddinghausen;nur DPN;8.545854;52.289097
Holzheim(b Neuss);nur DPN;6.664626;51.165653
Holzkirchen;RV;11.697234;47.884384
Honrath;RV;7.252882;50.910589
Hoppecke;RV;8.640059;51.378059
Hoppingen;RV;10.653198;48.803817
Hoppstädten(Nahe);nur DPN;7.195011;49.615527
Horb-Heiligenfeld;RV;8.660151;48.467796
Horn-Bad Meinberg;nur DPN;8.955092;51.881518
Hornberg(Schwarzw);FV;8.23294;48.211895
Horneburg;RV;9.57655;53.508677
Horst(Holst);nur DPN;9.645156;53.804596
Hoykenkamp;nur DPN;8.598683;53.069799
Hubacker;nur DPN;8.135691;48.507398
Hüfingen Mitte;nur DPN;8.490065;47.928963
Hofgeismar-Hümme;RV;9.401965;51.542923
Hünfeld;FV;9.762453;50.673271
Siegen-Geisweid;nur DPN;8.014352;50.915581
Siegen-Weidenau;nur DPN;8.029842;50.895966
Hüttingen;RV;6.585008;49.967418
Hulb;RV;8.982644;48.679267
Hufschlag;RV;12.664941;47.875599
Huglfing;RV;11.140552;47.776736
Hugstetten;nur DPN;7.783929;48.048247
Huntlosen;nur DPN;8.26652;52.990817
Husby;RV;9.575505;54.764372
Huttenheim;RV;8.472636;49.197162
Huzenbach;RV;8.391276;48.582625
Ibach;nur DPN;8.162739;48.455116
Ibbenbüren;FV;7.721486;52.276867
Ichenhausen;RV;10.302138;48.370187
Icking;RV;11.436647;47.953249
Idar-Oberstein;nur DPN;7.32123;49.699368
Idstein(Taunus);RV;8.257264;50.21599
Igel;RV;6.550679;49.70737
Igensdorf;RV;11.23453;49.620122
Igersheim;RV;9.812535;49.493425
Ihringen;nur DPN;7.648777;48.04041
Fuldatal-Ihringshausen;RV;9.52607;51.348591
Illertissen;RV;10.099942;48.222828
Illesheim;RV;10.382648;49.479731
Illingen(Saar);RV;7.048966;49.376422
Illingen(Württ);RV;8.921162;48.956588
Immendingen Mitte;nur DPN;8.735162;47.937109
Immenhausen;RV;9.464397;51.426902
Immenreuth;nur DPN;11.86966;49.911344
Immensen-Arpke;nur DPN;10.084479;52.391356
Immenstadt;FV;10.213999;47.559203
Immendingen Zimmern;nur DPN;8.714051;47.932876
Imsweiler;RV;7.807976;49.597656
Markt Indersdorf;RV;11.378446;48.352391
Ingelbach;nur DPN;7.726214;50.688903
Ingelheim;RV;8.053716;49.976277
Ingolstadt Nord;RV;11.4322495;48.7736902
Aukrug;nur DPN;9.78581;54.082398
Inningen;RV;10.868876;48.311336
Insheim;RV;8.152132;49.157624
Iphofen;RV;10.2551472;49.6967974
Ipsheim;RV;10.485764;49.5255
Irrenlohe;RV;12.101376;49.362776
Hamburg-Iserbrook;RV;9.814049;53.576606
Iserlohnerheide;RV;7.69221;51.399861
Isernhagen;nur DPN;9.803842;52.486091
Ismaning;RV;11.679489;48.226012
Ispringen;RV;8.67222;48.914427
Isselhorst-Avenwedde;RV;8.438524;51.939976
Istein;RV;7.542943;47.660889
Ittling;RV;12.637998;48.884909
Ittlingen;RV;8.93458;49.187119
Itzehoe;FV;9.510287;53.923873
Itzelberg;RV;10.1363;48.730681
Bad Münstereifel-Iversheim;RV;6.769162;50.583034
Jägersfreude;RV;7.00497;49.265758
Jagstzell;RV;10.098819;49.031239
Jülich An den Aspen;nur DPN;6.357111;50.936068
Jarrenwisch;nur DPN;8.962896;54.212081
Jettenbach;RV;12.36682;48.171428
Jettingen;RV;10.445473;48.399126
Jockgrim Bf;RV;8.272272;49.092289
Jöhlingen;RV;8.575224;49.02818
Jossa;RV;9.604178;50.232506
Jüchen;RV;6.500923;51.097113
Rodgau-Jügesheim;RV;8.878957;50.025984
Jünkerath;RV;6.580939;50.344769
Julbach;RV;12.958025;48.250895
Hamburg Jungfernstieg;RV;9.993883;53.552194
Kaarster Bahnhof;nur DPN;6.607274;51.222551
Kahl(Main);RV;9.005468;50.07687
Hesseneck Kailbach;nur DPN;9.077482;49.539338
Kainzenbad;RV;11.116723;47.482981
Kaisersesch;RV;7.129573;50.232102
Kaiserslautern Pfaffwerk;RV;7.751248;49.434714
Kaiserslautern West;RV;7.749812;49.447535
Kalchreuth;RV;11.139993;49.558442
Kall;RV;6.557283;50.538493
Hürth-Kalscheuren;RV;6.910223;50.875671
Langenhagen-Kaltenweide;RV;9.736342;52.480085
Kalthof(Kr Iserlohn);RV;7.672364;51.425059
Kamen;RV;7.661;51.585224
Kamen-Methler;RV;7.613056;51.567379
Kamp-Bornhofen;nur DPN;7.618251;50.227988
Kandel;RV;8.198025;49.07914
Kanzem;RV;6.573666;49.669359
Kapellen-Wevelinghoven;nur DPN;6.621061;51.129795
Kapellen-Drusweiler;RV;8.030754;49.105621
Treis-Karden;FV;7.299635;50.179836
Karlsdorf;RV;8.547872;49.144484
Karlsruhe West;RV;8.362951;49.002159
Karlsruhe-Durlach;FV;8.462822;49.002328
Karlsruhe-Hagsfeld;RV;8.453645;49.025938
Karlsruhe-Knielingen;RV;8.341171;49.026695
Karlsruhe-Mühlburg;RV;8.351126;49.014557
Karlstadt(Main);RV;9.768148;49.962899
Karpfham;RV;13.187394;48.40799
Kassel-Harleshausen;RV;9.45225;51.332178
Kassel-Jungfernkopf;RV;9.462869;51.338918
Kassel-Kirchditmold;RV;9.452204;51.324561
Kassel-Oberzwehren;RV;9.454028;51.276348
Kassel-Wilhelmshöhe;FV;9.446898;51.313114
Kastl(Oberbay);RV;12.711546;48.193865
Katharinenheerd;RV;8.830489;54.334163
Kating;RV;8.872281;54.32603
Katlenburg;RV;10.09974;51.686158
Kattenes;RV;7.43921936;50.2545489
Kattenvenne;nur DPN;7.860281;52.113273
Katzenfurt;RV;8.343189;50.615947
Katzwang;RV;11.0427242;49.3552582
Katzweiler;RV;7.700935;49.500082
Kaub;nur DPN;7.76875019;50.0831965
Kehl;nur DPN;7.806556;48.576658
Kehlen;RV;9.548184;47.683031
Keitum;RV;8.368969;54.888814
Kellmünz;RV;10.124616;48.120286
Kelsterbach;RV;8.529479;50.06249
Kemnath-Neustadt;nur DPN;11.862262;49.843906
Kempten(Allgäu)Ost;RV;10.33205;47.731293
Kennelgarten;RV;7.733013;49.440998
Kenzingen;RV;7.764094;48.194451
Kerkerbach;nur DPN;8.135882;50.401962
Kersbach;RV;11.0608292;49.686706
Kestert;nur DPN;7.648978;50.187065
Kettwig Stausee;RV;6.939145;51.356608
Kevelaer;nur DPN;6.252227;51.581008
Kiebingen;RV;8.973745;48.479369
Kiefersfelden;nur DPN;12.190473;47.609907
Kiel Schulen am Langsee;RV;10.156965;54.307205
Brühl-Kierberg;RV;6.888375;50.838197
Kiel-Russee;RV;10.070212;54.31004
Schöneck-Kilianstädten;RV;8.84042;50.201787
Kinding(Altmühltal);RV;11.3785029;48.9913789
Kindsbach;RV;7.612836;49.419371
Kiel-Ellerbek;RV;10.1700729;54.3141169
Kiel-Oppendorf;RV;10.2083695;54.3261034
Kirch Göns;RV;8.666869;50.473373
Kirchanschöring;RV;12.831517;47.953415
Kirchberg(Murr);RV;9.329056;48.939161
Kirchdorf(Deister);RV;9.491936;52.289852
Kirchehrenbach;nur DPN;11.1413974;49.7351453
Kirchenlamitz Ost;nur DPN;11.985965;50.165496
Kirchentellinsfurt;RV;9.13948;48.528749
Kirchhammelwarden;nur DPN;8.475233;53.305655
Kirchheim(Neckar);RV;9.150903;49.037646
Kirchheim(Teck);RV;9.443927;48.644258
Kirchheim(Teck)-Ötlingen;RV;9.416291;48.657764
Kirchheim(Unterfr);RV;9.857713;49.656749
Kirchheim(Weinstr);RV;8.181452;49.537163
Kirchhorsten;nur DPN;9.119783;52.307875
Kirchhundem;nur DPN;8.078103;51.086068
Kirchlengern;nur DPN;8.643778;52.196755
Kirschbaumwasen;RV;8.355684;48.623055
Kirchseeon;RV;11.887255;48.0709
Kirchweyhe;RV;8.847236;52.983765
Kirchzarten;RV;7.959132;47.967936
Kirkel;RV;7.22645044;49.2861818
Kirn;nur DPN;7.464589;49.785769
Kirnsulzbach;nur DPN;7.435477;49.762324
Kissing;RV;10.959553;48.300922
Klais;RV;11.238589;47.483032
Klanxbüll;RV;8.676454;54.861997
Klecken;nur DPN;9.928922;53.366207
Köln-Stammheim;RV;7.002095;50.99007
Hanau Klein-Auheim;nur DPN;8.934288;50.100734
Hamburg Klein Flottbek;RV;9.861122;53.558169
Klein Gerau;nur DPN;8.51674;49.919849
Kleinostheim;RV;9.072252;50.002645
Groß-Umstadt Klein-Umstadt;nur DPN;8.938635;49.894367
