NAME;Verkehr;lng;lat
Friedrichswalde(bei Eberswalde);nur DPN;13.703148;53.030373
Friesack(Mark);nur DPN;12.587542;52.760712
Frohburg;RV;12.559288;51.069159
Fürstenwalde Süd;nur DPN;14.086609;52.341895
Gadebusch;nur DPN;11.121485;53.704066
Gangloffsömmern;RV;10.954856;51.191473
Gardelegen;nur DPN;11.404536;52.518376
Garftitz;nur DPN;13.637847;54.37771
Markkleeberg-Gaschwitz;RV;12.3791456;51.2498991
Gatersleben;nur DPN;11.291362;51.828111
Gebra(Hainleite);nur DPN;10.595388;51.427155
Gehlberg;nur DPN;10.769351;50.683768
Geising;nur DPN;13.786064;50.760699
Gelbensande;RV;12.304809;54.198696
Gera-Langenberg;nur DPN;12.0472;50.916971
Gera-Zwötzen;RV;12.082181;50.85005
Geraberg;nur DPN;10.857196;50.715593
Gerichshain;RV;12.587444;51.35388
Gersdorf(Görlitz);nur DPN;14.85425;51.125212
Gerstungen;nur DPN;10.065041;50.964665
Gerwisch;RV;11.742095;52.177587
Giersleben;nur DPN;11.5685445;51.7645997
Glashütte(Sachs);nur DPN;13.782378;50.851102
Glaubitz(Riesa);RV;13.365435;51.317562
Glöwen;nur DPN;12.083928;52.903512
Glückauf;RV;10.828367;51.389701
Gnevkow;RV;13.17467;53.792896
Göhren(Rügen);nur DPN;13.737704;54.345961
Görlitz-Weinhübel;nur DPN;14.970271;51.128664
Görsbach;nur DPN;10.941792;51.455733
Götschendorf;nur DPN;13.6659193;53.0868334
Götz;RV;12.725983;52.411224
Goldbeck(Osterburg);RV;11.858149;52.71606
Gollmitz(Niederlausitz);RV;13.883834;51.703335
Golßen(Niederlausitz);RV;13.574773;51.974272
Golzow(Eberswalde);nur DPN;13.826975;52.914013
Golzow(Oderbruch);nur DPN;14.51181;52.562531
Gommern;RV;11.83878;52.074002
Gorgast;nur DPN;14.550644;52.56313
Goßdorf-Kohlmühle;RV;14.164655;50.94117
Gotha Ost;RV;10.720869;50.961881
Grabow(Meckl);nur DPN;11.564201;53.282902
Gräfenhainichen;RV;12.460037;51.724731
Gräfentonna;RV;10.733617;51.089734
Grambow;RV;14.347457;53.417381
Gransee;RV;13.16712;53.001076
Greifswald Süd;RV;13.396656;54.076443
Potsdam Griebnitzsee;RV;13.1287265;52.3944323
Greiz-Dölau;nur DPN;12.1852165;50.6308785
Greppin;RV;12.297969;51.645358
Greußen;RV;10.9414762;51.2291337
Grieben(Meckl);RV;11.068569;53.851233
Griebo;RV;12.522977;51.880576
Grimma ob Bf;nur DPN;12.714131;51.230076
Grimmen;RV;13.034025;54.109739
Grobau;nur DPN;11.943905;50.432302
Gröbers;RV;12.1168256;51.4323471
Gröditz(Riesa);nur DPN;13.439542;51.411468
Groß Ammensleben;nur DPN;11.525417;52.235646
Groß Brütz;nur DPN;11.251439;53.653088
Groß Kiesow;RV;13.480617;54.013721
Groß Kreutz;RV;12.776335;52.410761
Groß Laasch;nur DPN;11.534139;53.346481
Groß Lüsewitz;RV;12.339221;54.073407
Groß Pankow;RV;12.047421;53.123014
Groß Quassow;nur DPN;13.003845;53.314823
Groß Schönebeck;nur DPN;13.537516;52.904287
Groß Schwaß;RV;12.04612;54.077026
Großbeeren;RV;13.28477;52.350673
Großdeuben;RV;12.383193;51.232352
Großengottern;RV;10.556041;51.144503
Großenhain Cottb Bf;RV;13.523916;51.291636
Großfurra;RV;10.802815;51.398882
Großharthau;nur DPN;14.087646;51.102124
Großkugel;RV;12.1653682;51.4184491
Großlehna;nur DPN;12.168818;51.304806
Großneuhausen;nur DPN;11.286163;51.164516
Großpösna;RV;12.488839;51.266709
Großräschen;RV;14.014898;51.591488
Großröhrsdorf;nur DPN;14.0173101;51.1485187
Großrudestedt;nur DPN;11.091093;51.09565
Großschönau(Sachs);nur DPN;14.66545;50.892556
Großschwabhausen;nur DPN;11.481934;50.936958
Großsteinberg;nur DPN;12.637415;51.250586
Großwudicke;nur DPN;12.231128;52.590435
Grüna(Sachs)Hp;nur DPN;12.798514;50.811417
Leipzig Grünauer Allee;RV;12.303006;51.320905
Grünbach(Vogtl);nur DPN;12.372815;50.439895
Grüneberg;RV;13.213023;52.8678
Stralsund-Grünhufe;RV;13.04393;54.304298
Seelow-Gusow;nur DPN;14.351462;52.559303
Gutenfürst;nur DPN;11.960916;50.418797
Guthmannshausen;nur DPN;11.365703;51.132368
Haarhausen;nur DPN;10.905715;50.867437
Hadmersleben;nur DPN;11.324446;52.00736
Hähnichen;nur DPN;14.856726;51.364119
Hämerten;nur DPN;11.97177;52.599024
Hagebök;RV;11.614882;53.96126
Hagenow Stadt;nur DPN;11.18499;53.429437
Hagenwerder;nur DPN;14.960228;51.070117
Hainewalde;nur DPN;14.704463;50.906608
Hainichen;nur DPN;13.119057;50.968095
Halbe;RV;13.701855;52.108384
Halberstadt Oststr;nur DPN;11.065436;51.885011
Halberstadt-Spiegelsberge;nur DPN;11.048307;51.882581
Halle-Nietleben;RV;11.908451;51.487825
Halle-Trotha;RV;11.96217;51.523898
Hammelspring;nur DPN;13.435744;53.070228
Hammerunterwiesenthal;nur DPN;13.008722;50.441091
Hangelsberg;RV;13.920916;52.400271
Harra;nur DPN;11.686006;50.418476
Harra Nord;nur DPN;11.674692;50.42917
Harras(Thür);nur DPN;10.858072;50.412981
Hartmannmühle;nur DPN;13.792418;50.778384
Hausen(Eichsfeld);nur DPN;10.379167;51.382523
Hedersleben-Wedderstedt;nur DPN;11.250771;51.844688
Heidenau Süd;RV;13.874717;50.971696
Heidenau-Großsedlitz;RV;13.894877;50.960822
Heiligendamm;nur DPN;11.842863;54.141677
Steilküste/Wittenbeck;nur DPN;11.793771;54.144768
Heiligengrabe;RV;12.340537;53.14968
Heilbad Heiligenstadt;RV;10.1245183;51.3773156
Heldrungen;nur DPN;11.183186;51.302171
Helenesee;nur DPN;14.478219;52.278758
Helmsdorf(Pirna);nur DPN;14.046491;51.034205
Heringen(Helme);nur DPN;10.875255;51.451498
Hermsdorf(Dresden);nur DPN;13.815351;51.165545
Hermsdorf-Klosterlausnitz;FV;11.858626;50.903779
Herrensee;nur DPN;13.886577;52.529928
Herrnburg;RV;10.760008;53.837707
Herzberg(Elster);RV;13.202786;51.679446
Hetschburg;nur DPN;11.298205;50.912802
Hildburghausen;nur DPN;10.717828;50.425133
Hirschfelde;nur DPN;14.891018;50.943388
Hohendorf;RV;13.730268;54.02727
Hohenebra Ort;RV;10.8095008;51.3060697
Hohenleipisch;RV;13.564969;51.492756
Hohenleuben;nur DPN;12.0364022;50.7026891
Hohenroda;RV;12.421434;51.499026
Berlin-Hohenschönhausen;RV;13.5124218;52.5660016
Hohenstein-Ernstthal;nur DPN;12.706564;50.798548
Hohenthurm;RV;12.097881;51.512359
Holdorf(Meckl);nur DPN;11.065701;53.7348
Holzdorf(Elster);RV;13.114137;51.780291
Holzdorf(b Weimar);nur DPN;11.2771949;50.9418686
Holzhau;nur DPN;13.5918608;50.7341396
Leipzig-Holzhausen;RV;12.461448;51.306041
Hopfgarten(Sachs);RV;12.662693;51.105574
Hopfgarten(Weimar);nur DPN;11.2211931;50.9842281
Hoyerswerda-Neustadt;nur DPN;14.266683;51.429086
Hubertushöhe;nur DPN;13.965151;52.23387
Huckstorf;RV;12.116026;53.98448
Hüttengrund;nur DPN;11.197711;50.381153
Hundsgrün;nur DPN;12.211452;50.366256
Ilberstedt;nur DPN;11.6473746;51.8065583
Ilmenau Bad;nur DPN;10.908966;50.681348
Ilmenau-Roda;nur DPN;10.889111;50.697228
Ilsenburg;nur DPN;10.683103;51.869004
Immelborn;nur DPN;10.280478;50.7932712
Ilmenau Pörlitzer Höhe;nur DPN;10.9228912;50.6946941
Irfersgrün;nur DPN;12.409602;50.608547
Jabel(Meckl);nur DPN;12.547559;53.545263
Jacobsdorf(Mark);RV;14.355037;52.332626
Jänschwalde;RV;14.500761;51.866273
Jänschwalde Ost;RV;14.541248;51.877817
Jävenitz;nur DPN;11.493067;52.519664
Jagdschloß;nur DPN;13.619872;54.376479
Jahnsdorf(Erzgeb);nur DPN;12.857511;50.754946
Jasnitz;nur DPN;11.374058;53.386389
Jeber-Bergfrieden;RV;12.349699;51.984637
Jeeser;RV;13.258802;54.164548
Jena Paradies;FV;11.587461;50.924856
Jena West;FV;11.577848;50.923286
Jena-Zwätzen;RV;11.620875;50.955487
Jesewitz(Leipzig);RV;12.5453782;51.4198809
Jessen(Elster);RV;12.954722;51.792787
Jeßnitz(Anh);RV;12.277353;51.682552
Joachimsthal;nur DPN;13.749473;52.98038
Jocketa;nur DPN;12.170103;50.555297
Jößnitz;nur DPN;12.139827;50.537618
Altes Lager;nur DPN;12.989048;52.017356
Chemnitz Kinderwaldstätte;nur DPN;12.953568;50.884211
Chemnitz Mitte;nur DPN;12.912587;50.826628
Chemnitz-Borna Hp;nur DPN;12.894459;50.859867
Chemnitz-Harthau;nur DPN;12.9241598;50.7769036
Chemnitz-Schönau;nur DPN;12.8765;50.818095
Chemnitz-Siegmar;nur DPN;12.84251;50.815561
Kablow;nur DPN;13.721351;52.300067
Kämmereiforst;RV;12.5411886;51.4761543
Kahla(Thür);RV;11.589104;50.808926
Kamenz(Sachs);nur DPN;14.092192;51.273781
Karlsburg;RV;13.609802;53.982447
Karsdorf;nur DPN;11.655766;51.280688
Karstädt;nur DPN;11.738618;53.160684
Kalsow;RV;11.57835;53.925699
Katzhütte;RV;11.06111;50.561065
Kaulsdorf(Saale);RV;11.4333612;50.6116968
Kavelstorf(Kr Rostock);RV;12.197821;54.007081
Kenz;RV;12.741013;54.329875
Kerkwitz;RV;14.627567;51.909578
Kiebitzhöhe;nur DPN;11.2035602;51.1810378
Kirch-Jesar;RV;11.263321;53.448596
Kirchmöser;RV;12.422206;52.375235
Kirchscheidungen;nur DPN;11.66257;51.2447
Kläden(Stendal);RV;11.654836;52.637814
Klandorf;nur DPN;13.555957;52.877938
Klasdorf Glashütte;RV;13.543711;52.021383
Klein Bünzow;RV;13.62244;53.923657
Kleinfurra;RV;10.763196;51.417407
Kleinjena;nur DPN;11.781279;51.180265
Kleinröhrsdorf;nur DPN;13.9901769;51.1346086
Kleinschirma;nur DPN;13.2817572;50.9027419
Klieken;RV;12.371778;51.89453
Klinge;nur DPN;14.518271;51.743608
Klingenberg-Colmnitz;nur DPN;13.501014;50.92597
Klingenthal;nur DPN;12.462677;50.357163
Klitschmar;RV;12.228895;51.508306
Klitten;nur DPN;14.5894521;51.3487314
Klosterbuch;nur DPN;13.00406;51.157622
Klosterfelde;nur DPN;13.488131;52.791376
Kodersdorf;nur DPN;14.916232;51.259554
Kölleda;nur DPN;11.244906;51.180274
Kölpinsee;RV;14.022905;54.03529
Königsborn;RV;11.756268;52.134011
Königsbrück;nur DPN;13.8998562;51.2601693
Königstein(Sächs Schw);RV;14.078899;50.919445
Könitz(Thür);nur DPN;11.4879119;50.6601124
Köttewitz;nur DPN;13.859704;50.945143
Kötzschau;nur DPN;12.123904;51.304463
Kolkwitz;RV;14.250169;51.75773
Kolkwitz Süd;RV;14.242179;51.746913
Koserow;RV;13.999275;54.045335
Kraftsdorf;nur DPN;11.930855;50.878075
Kraftwerk Finkenheerd;RV;14.575654;52.263228
Kranichfeld;nur DPN;11.203225;50.856335
Kratzeburg;RV;12.941627;53.427803
Kremmen;RV;13.040231;52.753347
Krensitz;RV;12.4613392;51.4905558
Kretscham-Rothensehma;nur DPN;12.988245;50.46721
Krippen;RV;14.1601002;50.9131435
Krölpa-Ranis;nur DPN;11.5434176;50.677058
Kröpelin;RV;11.791573;54.069137
Kronskamp;RV;12.315387;53.933556
Krumpa;RV;11.854636;51.289437
Kubschütz;nur DPN;14.509634;51.165726
Kühren;RV;12.8332248;51.3493898
Kummersdorf(Storkow);nur DPN;13.874126;52.275064
Kurort Jonsdorf;nur DPN;14.70661;50.853855
Kurort Jonsdorf Hst;nur DPN;14.725668;50.862151
Kurort Oberwiesenthal;nur DPN;12.971981;50.421178
Kurort Oybin;nur DPN;14.745577;50.843662
Kurort Oybin-Niederdorf;nur DPN;14.753624;50.862166
Kurort Rathen;RV;14.075341;50.956816
Kyhna;RV;12.2658759;51.5110729
Kyritz;nur DPN;12.390945;52.942491
Laage(Meckl);RV;12.339608;53.919599
Lampertswalde;RV;13.6808538;51.3086285
Lancken;RV;13.607885;54.518032
Landsberg(b. Halle/Saale);RV;12.166712;51.532899
Landsberg(b. Halle/Saale) Süd;RV;12.172315;51.504396
Langebrück(Sachs);nur DPN;13.841072;51.126751
Langendorf;RV;11.959322;51.181451
Langeneichstädt;RV;11.7559075;51.3471499
Langenorla Ost;nur DPN;11.5924457;50.7307375
Langenorla West;nur DPN;11.579663;50.741877
Langenstein;nur DPN;10.979275;51.860457
Langenweddingen;nur DPN;11.532404;52.045554
Langenwolmsdorf;nur DPN;14.153669;51.036251
Langenwolmsdorf Mitte;nur DPN;14.127331;51.038605
Laucha(Unstrut);nur DPN;11.678442;51.222058
Lauchhammer;RV;13.743242;51.474569
Lauenstein(Sachs);nur DPN;13.814398;50.786565
Lauscha(Thür);nur DPN;11.160302;50.473314
Laußnitz;nur DPN;13.879653;51.24825
Lauta(Nl);RV;14.093147;51.447233
Lauterbach Mole;nur DPN;13.503118;54.342219
Lauterbach-Steinbach;RV;12.619387;51.175036
Legefeld;nur DPN;11.288262;50.926908
Leipzig Olbrichtstraße;RV;12.3535;51.369887
Leipzig/Halle Flughafen;FV;12.223426;51.423338
Leipzig Bayerischer Bahnhof;RV;12.381658;51.329267
Leipzig Markt;RV;12.374612;51.34064
Leipzig MDR;RV;12.386318;51.320067
Leipzig-Gohlis;RV;12.374533;51.362861
Leipzig-Heiterblick;RV;12.459979;51.369339
Leipzig-Knauthain;nur DPN;12.309095;51.278181
Leipzig-Möckern;RV;12.352271;51.364431
Leipzig-Stötteritz;RV;12.411428;51.324512
Leipzig-Thekla;RV;12.4307513;51.3716263
Leipzig Nord;RV;12.40106;51.364162
Leipzig-Wahren;RV;12.3214835;51.3806874
Leisnig;nur DPN;12.938389;51.160325
Leißling;RV;11.909824;51.185484
Leipzig Essener Straße;RV;12.3969877;51.376358
Leipzig Wilhelm-Leuschner-Platz;RV;12.375394;51.335396
Lengenfeld(Vogtl);nur DPN;12.373259;50.573121
Leipzig Slevogtstraße;RV;12.344416;51.372944
Letschin;nur DPN;14.347447;52.632725
Leubingen;nur DPN;11.15332;51.205099
Leuna Werke Nord;RV;12.0009273;51.3206657
Leuna Werke Süd;RV;12.006637;51.306599
Leutenberg;nur DPN;11.447858;50.564819
Leuthen(Cottbus);RV;14.256108;51.695079
Lichtenberg(Erzgeb);nur DPN;13.403754;50.840179
Rostock-Lichtenhagen;RV;12.070866;54.152403
Lichtenhain(a d Bergbahn);RV;11.132371;50.592084
Lichtenstein(Sachs);nur DPN;12.626412;50.757677
Lichtentanne(Sachs);RV;12.419664;50.69935
Lichtentanne(Thür);nur DPN;11.481606;50.524377
Liebenthal(Prignitz);RV;12.393594;53.151313
Leipzig-Liebertwolkwitz;RV;12.469248;51.28397
Limbach(Vogtl);nur DPN;12.25315;50.587071
Limmritz(Sachs);nur DPN;13.049655;51.1178085
Linda(Elster);RV;13.085176;51.853056
Leipzig-Lindenau;RV;12.321483;51.333756
Lindenberg(Mark);nur DPN;14.111705;52.203625
Lindow(Mark);nur DPN;12.981417;52.961586
Lobstädt;RV;12.448732;51.135997
Lößnitzgrund;nur DPN;13.6539084;51.1212767
Lohmen;nur DPN;13.987904;50.98906
Lohsa;nur DPN;14.398977;51.379478
Loitsch-Hohenleuben;nur DPN;12.0482844;50.734031
Ludwigsfelde-Struveshof;RV;13.232152;52.317181
Lottschesee;nur DPN;13.498501;52.815398
Lubolz;RV;13.821351;51.962416
Luckenau;RV;12.077902;51.093993
Luckenwalde;RV;13.160409;52.09059
Lüblow(Meckl);RV;11.464346;53.411042
Lübs(Magdeburg);RV;11.93517;52.020211
Lübstorf;RV;11.411316;53.728881
Lüdersdorf(Meckl);RV;10.815143;53.832924
Lüssow(Meckl);RV;12.13786;53.843724
Rostock-Lütten Klein;RV;12.064985;54.138222
Lützow;nur DPN;11.18043;53.655968
Lutherstadt Eisleben;nur DPN;11.5508795;51.5183138
Lutherstadt Wittenberg Altstadt;RV;12.641431;51.863767
Lutherstadt Wittenberg-Piesteritz;RV;12.596775;51.871862
Machern(Sachs);RV;12.627757;51.357628
Leipzig-Lützschena;RV;12.293091;51.390057
Magdeburg Südost;RV;11.669977;52.07019
Magdeburg-Eichenweiler;RV;11.657982;52.166448
Magdeburg-Salbke;RV;11.656447;52.080745
Magdeburg-Sudenburg;RV;11.597136;52.120426
Mahlwinkel;RV;11.788824;52.39373
Inselstadt Malchow;nur DPN;12.423808;53.48201
Malter;nur DPN;13.654343;50.923595
Manebach;nur DPN;10.862501;50.680291
Marienborn;RV;11.123269;52.197904
Markkleeberg Nord;RV;12.372204;51.287998
Marke;RV;12.257028;51.7411
Markkleeberg;RV;12.372615;51.279029
Markranstädt;nur DPN;12.22476;51.30718
Marksuhl;nur DPN;10.224589;50.90835
Marlishausen;nur DPN;11.010056;50.819504
Marquardt;RV;12.971627;52.458881
Martensdorf;RV;12.930252;54.300918
Martinroda;nur DPN;10.880943;50.733145
Meißen Altstadt;RV;13.4730953;51.159084
Mechterstädt;RV;10.521367;50.943778
Dorf Mecklenburg;RV;11.471343;53.842932
Medewitz(Mark);RV;12.391829;52.060706
Meerane;RV;12.4575841;50.8506212
Meißen;RV;13.482522;51.162957
Meißen Triebischtal;RV;13.462529;51.152472
Meitzendorf;nur DPN;11.558967;52.209394
Melchow;RV;13.694375;52.774871
Mellenbach-Glasbach;RV;11.110281;50.60325
Mellingen(Thür);nur DPN;11.394318;50.950094
Mengersgereuth-Hämmern;nur DPN;11.118299;50.392892
Mengersgereuth-Hämmern Ost;nur DPN;11.127745;50.389471
Merseburg Bergmannsring;RV;11.989651;51.337371
Cottbus-Merzdorf;RV;14.366669;51.76891
Leipzig Völkerschlachtdenkmal;RV;12.4062842;51.3187413
Leipzig Miltitzer Allee;RV;12.267345;51.315353
Meuselbach-Schwarzmühle;RV;11.079214;50.581412
Meyenburg;nur DPN;12.247161;53.311096
Mieste;nur DPN;11.204771;52.48375
Miesterhorst;nur DPN;11.120178;52.466251
Milmersdorf;nur DPN;13.63731;53.099216
Miltern;nur DPN;11.936624;52.563344
Leipzig-Miltitz;nur DPN;12.25503;51.325316
Miltzow;RV;13.201008;54.199263
Mirow;nur DPN;12.820759;53.27043
Mistorf;RV;12.123044;53.880497
Mitteloelsnitz;nur DPN;12.706665;50.718031
Mittelschmalkalden;nur DPN;10.400055;50.717714
Mittweida;nur DPN;12.959863;50.987545
Mixdorf;nur DPN;14.394802;52.19778
Mockrehna;RV;12.819504;51.505606
Leipzig-Mölkau;RV;12.45982;51.325238
Mölln(Meckl);RV;13.084507;53.585939
Mönchhagen;RV;12.225336;54.14357
Möringen(Altm);nur DPN;11.748849;52.581661
Möser;RV;11.78462;52.218981
Moidentin;RV;11.481918;53.806071
Moritzburg;nur DPN;13.683435;51.155587
Mosel;nur DPN;12.481399;50.783598
Mücheln(Geiseltal);RV;11.804437;51.307641
Mücka;nur DPN;14.708179;51.319529
Mücheln(Geiseltal) Stadt;RV;11.813771;51.303855
Mühlanger;RV;12.748212;51.855712
Mühlbach(Pirna);nur DPN;13.8187838;50.9141176
Müllrose;nur DPN;14.434246;52.242046
München(Bad Berka);nur DPN;11.254596;50.870051
Mulda(Sachs);nur DPN;13.413153;50.808999
Muldenhütten;nur DPN;13.3888042;50.905685
Muldenstein;RV;12.354047;51.667787
Nachterstedt-Hoym;nur DPN;11.333025;51.802908
Nassau(Erzgeb);nur DPN;13.485766;50.769601
Nassenheide;RV;13.239198;52.816919
Nauendorf(Saalkr);nur DPN;11.884262;51.6088327
Naumburg(Saale)Ost;nur DPN;11.823895;51.155525
Naunhof;nur DPN;12.594242;51.277086
Nebra;nur DPN;11.570126;51.28344
Nechlin;RV;13.90288;53.440927
Neetzka;RV;13.500838;53.533518
Neinstedt;nur DPN;11.084893;51.752368
Nemsdorf-Göhrendorf;RV;11.6606462;51.3577735
Nennhausen;nur DPN;12.50279;52.59991
Netzeband;RV;12.628103;52.995556
Naumburg-Roßbach;nur DPN;11.77953;51.170649
Netzschkau;nur DPN;12.244275;50.611404
Neu Wokern;RV;12.500916;53.760033
Neubukow;RV;11.677763;54.030779
Artern;nur DPN;11.310757;51.36324
Neudorf(Erzgeb);nur DPN;12.97404;50.47803
Neue Schenke;RV;11.63763;50.875388
Teichland;RV;14.423813;51.818613
Neuhaus-Igelshieb;nur DPN;11.146107;50.501051
Neugersdorf;nur DPN;14.611635;50.986636
Neuhausen(Cottbus);nur DPN;14.41266;51.68703
Neuhof(b Zossen);RV;13.479582;52.139674
Neukirch(Lausitz)Ost;nur DPN;14.322047;51.09075
Neukirchen-Klaffenbach;nur DPN;12.893604;50.771031
Neukirchen-Wyhra;RV;12.533536;51.087846
Neumühle(Elster);RV;12.1698368;50.7021319
Neundorf(Anh);nur DPN;11.59376;51.824698
Neunhofen;nur DPN;11.71444;50.724345
Neupetershain;RV;14.161703;51.606324
Neusalza-Spremberg;nur DPN;14.526247;51.034251
Neusörnewitz;RV;13.552767;51.147553
Neustadt(Orla);nur DPN;11.757621;50.73479
Neustadt-Glewe;nur DPN;11.593779;53.37764
Neutrebbin;nur DPN;14.237036;52.676327
Leipzig Messe;FV;12.389278;51.396145
Neuzelle;RV;14.648866;52.098797
Niederau;RV;13.5604173;51.1760943
Niederbobritzsch;nur DPN;13.440637;50.901389
Niederfinow;nur DPN;13.928948;52.830668
Niedergörsdorf;RV;12.978931;51.96793
Niederlehme;nur DPN;13.652526;52.301976
Niederndodeleben;RV;11.502663;52.129976
Niederoderwitz;nur DPN;14.724414;50.9523
Gernrode-Niederorschel;nur DPN;10.416533;51.383224
Niederpöllnitz;nur DPN;11.95708;50.76636
Niedersachswerfen;RV;10.76389;51.545067
Niederschlag;nur DPN;13.014418;50.463964
Niederschlottwitz;nur DPN;13.810979;50.889578
Niederschmalkalden;nur DPN;10.375907;50.716724
Niederspier;RV;10.848231;51.290103
Niedertrebra;nur DPN;11.579246;51.064343
Niederwartha;RV;13.605922;51.094632
Niederwillingen;nur DPN;11.038709;50.775457
Niederwürschnitz;nur DPN;12.754106;50.718224
Niemberg;RV;12.099869;51.552062
Nienburg(Saale);nur DPN;11.761533;51.837951
Nöbdenitz;RV;12.280657;50.878906
Nohra(Weimar);nur DPN;11.267304;50.969222
Nohra(Wipper);nur DPN;10.698478;51.443037
Nordhausen-Salza;RV;10.77314;51.515111
Nossentin;nur DPN;12.452177;53.521594
Nünchritz;RV;13.39197;51.302649
Obergrunstedt;nur DPN;11.270746;50.955595
Oberholz;RV;12.506422;51.257796
Oberlauscha;nur DPN;11.156265;50.484953
Oberlichtenau;nur DPN;12.959276;50.907914
Oberoderwitz Oberdorf;nur DPN;14.678718;50.973831
Oberröblingen;nur DPN;11.297069;51.441136
Oberrohn;nur DPN;10.214108;50.849861
Oberrothenbach;nur DPN;12.475776;50.763883
Oberschlottwitz;nur DPN;13.814493;50.87055
Obersdorf;nur DPN;14.167862;52.536966
Obervogelgesang;RV;13.989919;50.949797
Oberweimar;nur DPN;11.3548744;50.9659342
Ochtmersleben;RV;11.381105;52.144442
Oderin;RV;13.726923;52.074916
Oederan;nur DPN;13.1747907;50.8572216
Oegeln;nur DPN;14.2708701;52.1727276
Oehna;RV;13.048201;51.93305
Oelsnitz(Erzgeb);nur DPN;12.693933;50.734178
Oelsnitz(Vogtl);nur DPN;12.159;50.41323
Oertzenhof;RV;13.573119;53.518083
Olbersdorf Niederdorf;nur DPN;14.781219;50.881175
Olbersdorf Oberdorf;nur DPN;14.767724;50.871548
Olbersleben-Ellersleben;nur DPN;11.3332236;51.1439688
Oppurg;nur DPN;11.6506791;50.7058793
Oranienbaum(Anh);nur DPN;12.390405;51.800919
Ortrand;RV;13.764948;51.373633
Oßmannstedt;nur DPN;11.4252984;51.0190867
Osterburg;RV;11.760386;52.787668
Osternienburg;nur DPN;12.03059;51.783518
Osterweddingen;nur DPN;11.575921;52.049135
Ostrau;nur DPN;13.166405;51.200294
Rostock-Torfbrücke;RV;12.227735;54.241758
Graal-Müritz;RV;12.245387;54.248777
Graal-Müritz Koppelweg;RV;12.237167;54.24589
Ostseebad Kühlungsborn Mitte;nur DPN;11.75344;54.141615
Ostseebad Kühlungsborn Ost;nur DPN;11.759827;54.147563
Ostseebad Kühlungsborn West;nur DPN;11.727167;54.146496
Ottendorf(Mittweida);nur DPN;12.952856;50.935117
Ottendorf-Okrilla Hp;nur DPN;13.8359553;51.1866768
Ottendorf-Okrilla Nord;nur DPN;13.8351131;51.1970686
Ottendorf-Okrilla Süd;nur DPN;13.8249153;51.1779675
Otterwisch;RV;12.601793;51.200328
Ovelgünne;RV;11.26943;52.141807
Papendorf;RV;12.137318;54.036604
Papiermühle(Stadtr);nur DPN;11.7901808;50.8853144
Kunersdorf;RV;14.188364;51.76864
Parkentin;RV;11.978983;54.081256
Pasewalk Ost;RV;14.009312;53.50957
Passow(Uckermark);RV;14.10137;53.148702
Paulinenaue;nur DPN;12.71327;52.675892
Paulinzella;nur DPN;11.10596;50.701106
Peißen;RV;12.059642;51.500814
Peitz Ost;RV;14.449422;51.843979
Perleberg;RV;11.852322;53.071255
Petergrube;RV;12.503348;51.098402
Petershagen(Uckerm);RV;14.252349;53.239977
Petershain;nur DPN;14.751237;51.316536
Petersroda;RV;12.2853488;51.569958
Pfaffenhain;nur DPN;12.8228742;50.7500471
Philippshagen;nur DPN;13.707042;54.347662
Pillgram;RV;14.398532;52.336898
Pinnow(Uckermark);RV;14.088742;53.065342
Pirk;nur DPN;12.0762813;50.427529
Pirna-Copitz;nur DPN;13.933872;50.96811
Pirna-Copitz Nord;nur DPN;13.935361;50.977611
Plate(Meckl);nur DPN;11.507024;53.553205
Plauen(Vogtl)West;nur DPN;12.113439;50.494412
Plessa;RV;13.616847;51.470851
Plüschow;RV;11.285845;53.837064
Pölchow;RV;12.121127;54.011031
Pönitz(Leipzig);RV;12.514432;51.408536
Pößneck ob Bf;nur DPN;11.588338;50.690293
Pößneck unt Bf;nur DPN;11.606872;50.700536
Pommritz;nur DPN;14.5747;51.159015
Ponitz;RV;12.416664;50.857778
Porschdorf(Pirna);RV;14.138576;50.943184
Porstendorf;RV;11.645489;50.976993
Posewald;nur DPN;13.528412;54.368107
Potsdam Hbf;FV;13.0667031;52.391509
Pretzier(Altm);RV;11.26454;52.836436
Prittitz;RV;11.937331;51.15841
Pritzier;RV;11.08356;53.364971
Prödel;RV;11.913342;52.03764
Prösen;nur DPN;13.488394;51.435058
Prösen West;nur DPN;13.470221;51.424961
Prösen Ost;RV;13.500532;51.425299
Profen;nur DPN;12.210933;51.130458
Prora;FV;13.564057;54.444986
Prora Ost;RV;13.574515;54.43006
Pulsnitz;nur DPN;14.013795;51.188162
Pulsnitz Süd;nur DPN;14.0077186;51.1797331
Putzkau;nur DPN;14.23577;51.103124
Rabenau;nur DPN;13.634875;50.963227
Rackwitz(Leipzig);RV;12.37513;51.440318
Raddusch;RV;14.032354;51.815858
Radeberg;nur DPN;13.912539;51.111752
Radebeul-Weintraube;RV;13.6557484;51.1031245
Radebeul-Zitzschewig;RV;13.60668;51.1145117
Radeburg;nur DPN;13.727718;51.20988
Wustrau-Radensleben;RV;12.897265;52.857264
Radis;RV;12.504183;51.754704
Rätzlingen;nur DPN;11.123409;52.409035
Raguhn;RV;12.270894;51.708391
Rakow;RV;13.045942;54.048156
Rambin(Rügen);RV;13.207813;54.353429
Rangsdorf;RV;13.43089;52.293948
Rastow;RV;11.430859;53.458156
Rathmannsdorf(Kr Pirna);RV;14.130838;50.927042
